dise dist|dise block|dise_cluster|klp dist|klp block|klp_cluster|check
chikkamangalore|tarikere|lakkavalli|chikkamangalore|tarikere|lakkavalli|1991|1.0
chikkamangalore|tarikere|mudugodu|chikkamangalore|tarikere|mudugodu|1998|1.0
chikkamangalore|tarikere|neralekere|chikkamangalore|tarikere|neralekere|1993|1.0
chikkamangalore|tarikere|shivani|chikkamangalore|tarikere|shivani|1994|1.0
chikkamangalore|tarikere|shokke|chikkamangalore|tarikere|shokke|1995|1.0
chikkamangalore|tarikere|sollapura|chikkamangalore|tarikere|sollapura|1996|1.0
chitradurga|challakere|b.n.pura|chitradurga|challakere|b.n.pura|1621|1.0
chitradurga|challakere|challakere north|chitradurga|challakere|challakere north|1627|1.0
chitradurga|challakere|challakere south|chitradurga|challakere|challakere south|9641|1.0
chitradurga|challakere|devareddihalli|chitradurga|challakere|devareddihalli|1625|1.0
chitradurga|challakere|dodderi|chitradurga|challakere|dodderi|1622|1.0
chitradurga|challakere|gopanahalli|chitradurga|challakere|gopanahalli|1623|1.0
chitradurga|challakere|hirehalli|chitradurga|challakere|hirehalli|1616|1.0
chitradurga|challakere|jajuru|chitradurga|challakere|jajuru|1619|1.0
chitradurga|challakere|mallurahalli|chitradurga|challakere|mallurahalli|1615|1.0
chitradurga|challakere|nayakanahatti|chitradurga|challakere|nayakanahatti|1614|1.0
chitradurga|challakere|parashurampura|chitradurga|challakere|parashurampura|1620|1.0
chitradurga|challakere|p.mahadevapura|chitradurga|challakere|p.mahadevapura|1624|1.0
chitradurga|challakere|ramajogihalli|chitradurga|challakere|ramajogihalli|1626|1.0
chitradurga|challakere|renukapura|chitradurga|challakere|renukapura|1618|1.0
chitradurga|challakere|talaku|chitradurga|challakere|talaku|1617|1.0
chitradurga|challakere|urdu challekere|chitradurga|challakere|urdu challekere|9642|1.0
chitradurga|chitradurga|belagatta|chitradurga|chitradurga|belagatta|1611|1.0
chitradurga|chitradurga|bharamasagara|chitradurga|chitradurga|bharamasagara|1607|1.0
chitradurga|chitradurga|chikkagondanahalli|chitradurga|chitradurga|chikkagondanahalli|1600|1.0
chitradurga|chitradurga|chitradurga east|chitradurga|chitradurga|chitradurga east|9654|1.0
chitradurga|chitradurga|chitradurga north|chitradurga|chitradurga|chitradurga north|1612|1.0
chitradurga|chitradurga|chitradurga south|chitradurga|chitradurga|chitradurga south|1613|1.0
chitradurga|chitradurga|chitradurga-west|chitradurga|chitradurga|chitradurga-west|9655|1.0
chitradurga|chitradurga|d.s.halli|chitradurga|chitradurga|d.s.halli|1606|1.0
chitradurga|chitradurga|esamudra|chitradurga|chitradurga|esamudra|9657|1.0
chitradurga|chitradurga|gonuru|chitradurga|chitradurga|gonuru|9660|1.0
chitradurga|chitradurga|hireguntanur|chitradurga|chitradurga|hireguntanur|1602|1.0
chitradurga|chitradurga|kogunde|chitradurga|chitradurga|kogunde|9656|1.0
chitradurga|chitradurga|kolahal|chitradurga|chitradurga|kolahal|9659|1.0
chitradurga|chitradurga|lakshmisagara|chitradurga|chitradurga|lakshmisagara|9658|1.0
chitradurga|chitradurga|madakaripura|chitradurga|chitradurga|madakaripura|1605|1.0
chitradurga|chitradurga|m.k.hatti|chitradurga|chitradurga|m.k.hatti|1609|1.0
chitradurga|chitradurga|sirigere|chitradurga|chitradurga|sirigere|1601|1.0
chitradurga|chitradurga|turuvanur|chitradurga|chitradurga|turuvanur|1599|1.0
chitradurga|chitradurga|urdu-1|chitradurga|chitradurga|urdu-1|9652|1.0
chitradurga|chitradurga|urdu-2|chitradurga|chitradurga|urdu-2|9653|1.0
chitradurga|chitradurga|yalagodu|chitradurga|chitradurga|yalagodu|1608|1.0
chitradurga|hiriyur|adivala|chitradurga|hiriyur|adivala|1636|1.0
chitradurga|hiriyur|aranakatte|chitradurga|hiriyur|aranakatte|1635|1.0
chitradurga|hiriyur|dharmapura|chitradurga|hiriyur|dharmapura|1631|1.0
chitradurga|hiriyur|eshwaragere|chitradurga|hiriyur|eshwaragere|1633|1.0
chitradurga|hiriyur|gowdanahalli|chitradurga|hiriyur|gowdanahalli|1637|1.0
chitradurga|hiriyur|hariyebbe|chitradurga|hiriyur|hariyebbe|1632|1.0
chitradurga|hiriyur|hiriyur south|chitradurga|hiriyur|hiriyur south|9643|1.0
chitradurga|hiriyur|imangala|chitradurga|hiriyur|imangala|1639|1.0
chitradurga|hiriyur|j.g.halli|chitradurga|hiriyur|j.g.halli|1634|1.0
chitradurga|hiriyur|maskalmatti|chitradurga|hiriyur|maskalmatti|1629|1.0
chitradurga|hiriyur|metikurke|chitradurga|hiriyur|metikurke|1641|1.0
chitradurga|hiriyur|v.v.pura|chitradurga|hiriyur|v.v.pura|1628|1.0
chitradurga|hiriyur|yelladakere|chitradurga|hiriyur|yelladakere|1638|1.0
chitradurga|hiriyur|yerabahalli|chitradurga|hiriyur|yerabahalli|1640|1.0
chitradurga|holalkere|b.durga|chitradurga|holalkere|b.durga|1650|1.0
chitradurga|holalkere|chikkajajuru|chitradurga|holalkere|chikkajajuru|1645|1.0
chitradurga|holalkere|chikkayammiganuru|chitradurga|holalkere|chikkayammiganuru|1972|1.0
chitradurga|holalkere|echagatta|chitradurga|holalkere|echagatta|1647|1.0
chitradurga|holalkere|gunderi|chitradurga|holalkere|gunderi|1643|1.0
chitradurga|holalkere|h.d.pura|chitradurga|holalkere|h.d.pura|1651|1.0
chitradurga|holalkere|holalkere|chitradurga|holalkere|holalkere|1654|1.0
chitradurga|holalkere|holalkere urdu|chitradurga|holalkere|holalkere urdu|9512|1.0
chitradurga|holalkere|maladihalli|chitradurga|holalkere|maladihalli|1648|1.0
chitradurga|holalkere|muthugaduru|chitradurga|holalkere|muthugaduru|1644|1.0
chitradurga|holalkere|n.g.halli|chitradurga|holalkere|n.g.halli|1646|1.0
chitradurga|holalkere|ramagiri|chitradurga|holalkere|ramagiri|1652|1.0
chitradurga|holalkere|shivapura|chitradurga|holalkere|shivapura|9511|1.0
chitradurga|holalkere|talikatte|chitradurga|holalkere|talikatte|1653|1.0
chitradurga|holalkere|talya|chitradurga|holalkere|talya|1649|1.0
chitradurga|hosadurga|attimage bhovihatti|chitradurga|hosadurga|attimage bhovihatti|9514|1.0
chitradurga|hosadurga|baguru|chitradurga|hosadurga|baguru|1661|1.0
chitradurga|hosadurga|belaguru|chitradurga|hosadurga|belaguru|1668|1.0
chitradurga|hosadurga|devapura|chitradurga|hosadurga|devapura|9515|1.0
chitradurga|hosadurga|devigere|chitradurga|hosadurga|devigere|1666|1.0
chitradurga|hosadurga|doddathekalavatti|chitradurga|hosadurga|doddathekalavatti|9517|1.0
chitradurga|hosadurga|hosdurga town|chitradurga|hosadurga|hosdurga town|1655|1.0
chitradurga|hosadurga|hunavinadu|chitradurga|hosadurga|hunavinadu|9513|1.0
chitradurga|hosadurga|janakal|chitradurga|hosadurga|janakal|1663|1.0
chitradurga|hosadurga|kalkere|chitradurga|hosadurga|kalkere|1665|1.0
chitradurga|hosadurga|kanchipura|chitradurga|hosadurga|kanchipura|1658|1.0
chitradurga|hosadurga|kellodu|chitradurga|hosadurga|kellodu|9516|1.0
chitradurga|hosadurga|madadakere|chitradurga|hosadurga|madadakere|1662|1.0
chitradurga|hosadurga|malali|chitradurga|hosadurga|malali|1667|1.0
chitradurga|hosadurga|mattodu|chitradurga|hosadurga|mattodu|1660|1.0
chitradurga|hosadurga|m.g.dibba|chitradurga|hosadurga|m.g.dibba|1664|1.0
chitradurga|hosadurga|srirampura|chitradurga|hosadurga|srirampura|1657|1.0
chitradurga|molakalmur|b.g.kere|chitradurga|molakalmur|b.g.kere|1669|1.0
chitradurga|molakalmur|block urdu|chitradurga|molakalmur|block urdu|9518|1.0
chitradurga|molakalmur|devasamudra|chitradurga|molakalmur|devasamudra|1677|1.0
chitradurga|molakalmur|hanagal|chitradurga|molakalmur|hanagal|1675|1.0
chitradurga|molakalmur|j.b.halli|chitradurga|molakalmur|j.b.halli|1680|1.0
chitradurga|molakalmur|konasagara|chitradurga|molakalmur|konasagara|1671|1.0
chitradurga|molakalmur|molakalmur east|chitradurga|molakalmur|molakalmur east|1673|1.0
chitradurga|molakalmur|molakalmur west|chitradurga|molakalmur|molakalmur west|1674|1.0
chitradurga|molakalmur|nagasamudra|chitradurga|molakalmur|nagasamudra|1676|1.0
chitradurga|molakalmur|rampura|chitradurga|molakalmur|rampura|1679|1.0
chitradurga|molakalmur|siddapura|chitradurga|molakalmur|siddapura|1678|1.0
chitradurga|molakalmur|tammenahalli|chitradurga|molakalmur|tammenahalli|1682|1.0
dakshina kannada|bantwal|ajjinadka|dakshina kannada|bantwal|ajjinadka|9704|1.0
dakshina kannada|belthangady|andinje|dakshina kannada|belthangady|andinje|9705|1.0
dakshina kannada|mangalore city|attavara|dakshina kannada|mangalore city|attavara|9706|1.0
dakshina kannada|mangalore taluk|angaragundi|dakshina kannada|mangalore taluk|angaragundi|9707|1.0
dakshina kannada|moodabidre|beluvai|dakshina kannada|moodabidre|beluvai|2709|1.0
dakshina kannada|moodabidre|borugudde|dakshina kannada|moodabidre|borugudde|2715|1.0
dakshina kannada|moodabidre|handelu|dakshina kannada|moodabidre|handelu|2713|1.0
dakshina kannada|moodabidre|iruvailu|dakshina kannada|moodabidre|iruvailu|2716|1.0
dakshina kannada|moodabidre|jyothi nagar|dakshina kannada|moodabidre|jyothi nagar|2710|1.0
dakshina kannada|moodabidre|kallamundkur|dakshina kannada|moodabidre|kallamundkur|2712|1.0
dakshina kannada|moodabidre|moodabidre main|dakshina kannada|moodabidre|moodabidre main|2711|1.0
dakshina kannada|moodabidre|padukonaje|dakshina kannada|moodabidre|padukonaje|2714|1.0
dakshina kannada|puttur|alankaru|dakshina kannada|puttur|alankaru|9709|1.0
dakshina kannada|sullia|ajjavara|dakshina kannada|sullia|ajjavara|9710|1.0
davanagere|channagiri|ajjihalli|davanagere|channagiri|ajjihalli|1697|1.0
davanagere|channagiri|basavapatna|davanagere|channagiri|basavapatna|1683|1.0
davanagere|channagiri|channagiri|davanagere|channagiri|channagiri|1684|1.0
davanagere|channagiri|channeshapura|davanagere|channagiri|channeshapura|1685|1.0
davanagere|channagiri|chiradoni|davanagere|channagiri|chiradoni|1686|1.0
davanagere|channagiri|devarahalli|davanagere|channagiri|devarahalli|1687|1.0
davanagere|channagiri|hebbalagere|davanagere|channagiri|hebbalagere|1688|1.0
davanagere|channagiri|hire kogaluru|davanagere|channagiri|hire kogaluru|1689|1.0
davanagere|channagiri|kakanur|davanagere|channagiri|kakanur|1698|1.0
davanagere|channagiri|nalluru|davanagere|channagiri|nalluru|1691|1.0
davanagere|channagiri|pandomati|davanagere|channagiri|pandomati|1692|1.0
davanagere|channagiri|rajagondanahalli|davanagere|channagiri|rajagondanahalli|1696|1.0
davanagere|channagiri|thavarekere|davanagere|channagiri|thavarekere|1694|1.0
davanagere|channagiri|thyavanige|davanagere|channagiri|thyavanige|1695|1.0
davanagere|davanagere(n)|anagodu|davanagere|davanagere(n)|anagodu|1700|1.0
davanagere|davanagere(n)|anaji|davanagere|davanagere(n)|anaji|1701|1.0
davanagere|davanagere(n)|anekonda|davanagere|davanagere(n)|anekonda|1709|1.0
davanagere|davanagere(n)|avaragere|davanagere|davanagere(n)|avaragere|1702|1.0
davanagere|davanagere(n)|chamarajapete|davanagere|davanagere(n)|chamarajapete|1711|1.0
davanagere|davanagere(n)|chikkabudihal|davanagere|davanagere(n)|chikkabudihal|1703|1.0
davanagere|davanagere(n)|elebethur|davanagere|davanagere(n)|elebethur|1704|1.0
davanagere|davanagere(n)|g.g.m.s|davanagere|davanagere(n)|g.g.m.s|1705|1.0
davanagere|davanagere(n)|halepete|davanagere|davanagere(n)|halepete|1710|1.0
davanagere|davanagere(n)|hondada raste|davanagere|davanagere(n)|hondada raste|1706|1.0
davanagere|davanagere(n)|kandanakovi|davanagere|davanagere(n)|kandanakovi|1707|1.0
davanagere|davanagere(n)|yaragunte|davanagere|davanagere(n)|yaragunte|1708|1.0
davanagere|davanagere(s)|bada|davanagere|davanagere(s)|bada|1722|1.0
davanagere|davanagere(s)|bhadra colony|davanagere|davanagere(s)|bhadra colony|1729|1.0
davanagere|davanagere(s)|hadadi|davanagere|davanagere(s)|hadadi|1721|1.0
davanagere|davanagere(s)|k.b.extn|davanagere|davanagere(s)|k.b.extn|1726|1.0
davanagere|davanagere(s)|kodaganur|davanagere|davanagere(s)|kodaganur|1725|1.0
davanagere|davanagere(s)|lokikere|davanagere|davanagere(s)|lokikere|1730|1.0
davanagere|davanagere(s)|p.j. extn|davanagere|davanagere(s)|p.j. extn|1727|1.0
davanagere|davanagere(s)|shamanur|davanagere|davanagere(s)|shamanur|1731|1.0
davanagere|davanagere(s)|shiramagondana halli|davanagere|davanagere(s)|shiramagondana halli|1720|1.0
davanagere|davanagere(s)|tholahusne|davanagere|davanagere(s)|tholahusne|1723|1.0
davanagere|davanagere(s)|vinoba nagar|davanagere|davanagere(s)|vinoba nagar|1728|1.0
davanagere|harapanahalli|arasikere|davanagere|harapanahalli|arasikere|1768|1.0
davanagere|harapanahalli|bagali|davanagere|harapanahalli|bagali|1778|1.0
davanagere|harapanahalli|bennehalli|davanagere|harapanahalli|bennehalli|1780|1.0
davanagere|harapanahalli|chigateri|davanagere|harapanahalli|chigateri|1766|1.0
davanagere|harapanahalli|goverahalli|davanagere|harapanahalli|goverahalli|1777|1.0
davanagere|harapanahalli|gundagaththi|davanagere|harapanahalli|gundagaththi|1773|1.0
davanagere|harapanahalli|haluvagilu|davanagere|harapanahalli|haluvagilu|1775|1.0
davanagere|harapanahalli|hiremegalagere|davanagere|harapanahalli|hiremegalagere|1771|1.0
davanagere|harapanahalli|kanchikere|davanagere|harapanahalli|kanchikere|1772|1.0
davanagere|harapanahalli|madihalli|davanagere|harapanahalli|madihalli|1769|1.0
davanagere|harapanahalli|neelagunda|davanagere|harapanahalli|neelagunda|1776|1.0
davanagere|harapanahalli|singrihalli|davanagere|harapanahalli|singrihalli|1781|1.0
davanagere|harapanahalli|theligi|davanagere|harapanahalli|theligi|1774|1.0
davanagere|harapanahalli|uchchangidurga|davanagere|harapanahalli|uchchangidurga|1770|1.0
davanagere|harihara|bannikodu|davanagere|harihara|bannikodu|1738|1.0
davanagere|harihara|banuvalli|davanagere|harihara|banuvalli|1734|1.0
davanagere|harihara|belludi|davanagere|harihara|belludi|1733|1.0
davanagere|harihara|devara belakere|davanagere|harihara|devara belakere|1737|1.0
davanagere|harihara|guththuru|davanagere|harihara|guththuru|1732|1.0
davanagere|harihara|halladakere|davanagere|harihara|halladakere|1740|1.0
davanagere|harihara|harihara|davanagere|harihara|harihara|1739|1.0
davanagere|harihara|kokkanuru|davanagere|harihara|kokkanuru|1735|1.0
davanagere|harihara|malebennuru|davanagere|harihara|malebennuru|1736|1.0
davanagere|harihara|rajanahalli|davanagere|harihara|rajanahalli|1741|1.0
davanagere|honnali|arakere|davanagere|honnali|arakere|1753|1.0
davanagere|honnali|belaguthi|davanagere|honnali|belaguthi|1743|1.0
davanagere|honnali|benakanahalli|davanagere|honnali|benakanahalli|1742|1.0
davanagere|honnali|chiluru|davanagere|honnali|chiluru|1744|1.0
davanagere|honnali|kasaba-i|davanagere|honnali|kasaba-i|1745|1.0
davanagere|honnali|kasaba-ii|davanagere|honnali|kasaba-ii|1746|1.0
davanagere|honnali|kunduru|davanagere|honnali|kunduru|1747|1.0
davanagere|honnali|lingapura|davanagere|honnali|lingapura|1752|1.0
davanagere|honnali|nyamathi|davanagere|honnali|nyamathi|1748|1.0
davanagere|honnali|odeyarahathuru|davanagere|honnali|odeyarahathuru|1749|1.0
davanagere|honnali|sasvehalli|davanagere|honnali|sasvehalli|1750|1.0
davanagere|honnali|savalanga|davanagere|honnali|savalanga|1751|1.0
davanagere|jagalur|anabooru|davanagere|jagalur|anabooru|1755|1.0
davanagere|jagalur|bidarakere|davanagere|jagalur|bidarakere|1756|1.0
davanagere|jagalur|bilichodu|davanagere|jagalur|bilichodu|1757|1.0
davanagere|jagalur|devikere|davanagere|jagalur|devikere|1758|1.0
davanagere|jagalur|hiremallanahole|davanagere|jagalur|hiremallanahole|1760|1.0
davanagere|jagalur|hosakere|davanagere|jagalur|hosakere|1761|1.0
davanagere|jagalur|jagalur|davanagere|jagalur|jagalur|1765|1.0
davanagere|jagalur|musturu|davanagere|jagalur|musturu|1762|1.0
davanagere|jagalur|pallagatte|davanagere|jagalur|pallagatte|1763|1.0
davanagere|jagalur|sokke|davanagere|jagalur|sokke|1764|1.0
dharwad|dharwad|alnavar|dharwad|dharwad|alnavar|1228|1.0
dharwad|dharwad|aminabhavi|dharwad|dharwad|aminabhavi|1229|1.0
dharwad|dharwad|garag|dharwad|dharwad|garag|1230|1.0
dharwad|dharwad|garag urdu|dharwad|dharwad|garag urdu|9135|1.0
dharwad|dharwad|hebballi|dharwad|dharwad|hebballi|1231|1.0
dharwad|dharwad|honnapur|dharwad|dharwad|honnapur|1241|1.0
dharwad|dharwad|managundi|dharwad|dharwad|managundi|9136|1.0
dharwad|dharwad|mugad|dharwad|dharwad|mugad|1232|1.0
dharwad|dharwad|mummigatti|dharwad|dharwad|mummigatti|9137|1.0
dharwad|dharwad|narendra|dharwad|dharwad|narendra|1233|1.0
dharwad|dharwad|nigdi|dharwad|dharwad|nigdi|1235|1.0
dharwad|dharwad|tadakod|dharwad|dharwad|tadakod|9138|1.0
dharwad|dharwad|tegur|dharwad|dharwad|tegur|1238|1.0
dharwad|dharwad|uppina betageri|dharwad|dharwad|uppina betageri|1237|1.0
dharwad|dharwad|urdu alnavar|dharwad|dharwad|urdu alnavar|1239|1.0
dharwad|dharwad|veerapur|dharwad|dharwad|veerapur|9139|1.0
dharwad|dharwad city|gulaganjikoppa dwd|dharwad|dharwad city|gulaganjikoppa dwd|1280|1.0
dharwad|dharwad city|madarmaddi urdu dwd|dharwad|dharwad city|madarmaddi urdu dwd|1283|1.0
dharwad|dharwad city|navalur|dharwad|dharwad city|navalur|1234|1.0
dharwad|dharwad city|phq kan dharwad|dharwad|dharwad city|phq kan dharwad|1240|1.0
dharwad|dharwad city|phq urdu dharwad|dharwad|dharwad city|phq urdu dharwad|1236|1.0
dharwad|dharwad city|saptapur dwd|dharwad|dharwad city|saptapur dwd|1285|1.0
dharwad|dharwad city|tcw urdu dwd|dharwad|dharwad city|tcw urdu dwd|1284|1.0
dharwad|hubli|aralikatti|dharwad|hubli|aralikatti|1242|1.0
dharwad|hubli|bairidevarakoppa|dharwad|hubli|bairidevarakoppa|1243|1.0
dharwad|hubli|byahatti|dharwad|hubli|byahatti|1244|1.0
dharwad|hubli|katnur|dharwad|hubli|katnur|9143|1.0
dharwad|hubli|mantur|dharwad|hubli|mantur|9145|1.0
dharwad|hubli|navanagar|dharwad|hubli|navanagar|1245|1.0
dharwad|hubli|noolvi|dharwad|hubli|noolvi|1246|1.0
dharwad|hubli|raynal|dharwad|hubli|raynal|1247|1.0
dharwad|hubli|shirguppi|dharwad|hubli|shirguppi|1248|1.0
dharwad|hubli|urdu hubli|dharwad|hubli|urdu hubli|1250|1.0
dharwad|hubli|urdu navanagar|dharwad|hubli|urdu navanagar|1249|1.0
dharwad|hubli|varur|dharwad|hubli|varur|9146|1.0
dharwad|hubli city|anand nagar hbl|dharwad|hubli city|anand nagar hbl|1291|1.0
dharwad|hubli city|baharbaad urdu hbl|dharwad|hubli city|baharbaad urdu hbl|1289|1.0
dharwad|hubli city|basaveshwar nagar hbl|dharwad|hubli city|basaveshwar nagar hbl|1292|1.0
dharwad|hubli city|bidnal hbl|dharwad|hubli city|bidnal hbl|1296|1.0
dharwad|hubli city|ghantikeri hbl|dharwad|hubli city|ghantikeri hbl|1293|1.0
dharwad|hubli city|hale hubli hbl|dharwad|hubli city|hale hubli hbl|1287|1.0
dharwad|hubli city|hosur hubli|dharwad|hubli city|hosur hubli|1286|1.0
dharwad|hubli city|indipump hbl|dharwad|hubli city|indipump hbl|1295|1.0
dharwad|hubli city|nagashettikoppa hbl|dharwad|hubli city|nagashettikoppa hbl|1294|1.0
dharwad|hubli city|pendargalli hubli|dharwad|hubli city|pendargalli hubli|1288|1.0
dharwad|hubli city|tabibland urdu hbl|dharwad|hubli city|tabibland urdu hbl|1290|1.0
dharwad|kalghatagi|dastikoppa|dharwad|kalghatagi|dastikoppa|9147|1.0
dharwad|kalghatagi|devikoppa|dharwad|kalghatagi|devikoppa|1251|1.0
dharwad|kalghatagi|dumwad|dharwad|kalghatagi|dumwad|1252|1.0
dharwad|kalghatagi|galagi hulakoppa|dharwad|kalghatagi|galagi hulakoppa|9150|1.0
dharwad|kalghatagi|ganjigatti|dharwad|kalghatagi|ganjigatti|1258|1.0
dharwad|kalghatagi|kalghatagi|dharwad|kalghatagi|kalghatagi|1253|1.0
dharwad|kalghatagi|kalghatagi urdu|dharwad|kalghatagi|kalghatagi urdu|9152|1.0
dharwad|kalghatagi|kudalagi|dharwad|kalghatagi|kudalagi|1259|1.0
dharwad|kalghatagi|mishrikoti|dharwad|kalghatagi|mishrikoti|1254|1.0
dharwad|kalghatagi|mukkal|dharwad|kalghatagi|mukkal|1255|1.0
dharwad|kalghatagi|muttagi|dharwad|kalghatagi|muttagi|1257|1.0
dharwad|kalghatagi|tabakadhonnali|dharwad|kalghatagi|tabakadhonnali|1256|1.0
dharwad|kundagol|harlapur|dharwad|kundagol|harlapur|1260|1.0
dharwad|kundagol|hiregunjal|dharwad|kundagol|hiregunjal|1269|1.0
dharwad|kundagol|ingalagi|dharwad|kundagol|ingalagi|1262|1.0
dharwad|kundagol|kamadolli|dharwad|kundagol|kamadolli|1263|1.0
dharwad|kundagol|kundagol|dharwad|kundagol|kundagol|1264|1.0
dharwad|kundagol|saunshi|dharwad|kundagol|saunshi|1265|1.0
dharwad|kundagol|urdu kundagol|dharwad|kundagol|urdu kundagol|1268|1.0
dharwad|kundagol|yelival|dharwad|kundagol|yelival|1266|1.0
dharwad|kundagol|yerguppi|dharwad|kundagol|yerguppi|1267|1.0
dharwad|navalgund|annigeri 1|dharwad|navalgund|annigeri 1|1270|1.0
dharwad|navalgund|annigeri 2|dharwad|navalgund|annigeri 2|1271|1.0
dharwad|navalgund|annigeri urdu|dharwad|navalgund|annigeri urdu|9153|1.0
dharwad|navalgund|arekurahatti|dharwad|navalgund|arekurahatti|1272|1.0
