dise dist|dise block|dise_cluster|klp dist|klp block|klp_cluster|check
raichur|sindhanur|ramathnal|raichur|sindhanur|ramathnal|9413|1.0
raichur|sindhanur|roudakunda|raichur|sindhanur|roudakunda|9415|1.0
raichur|sindhanur|sindhanur|raichur|sindhanur|sindhanur|9416|1.0
raichur|sindhanur|thidigol|raichur|sindhanur|thidigol|9417|1.0
raichur|sindhanur|turvihal|raichur|sindhanur|turvihal|1118|1.0
ramanagara|channapatna|akkuru|ramanagara|channapatna|akkuru|3255|1.0
ramanagara|channapatna|bevooru|ramanagara|channapatna|bevooru|3260|1.0
ramanagara|channapatna|chakkere|ramanagara|channapatna|chakkere|3256|1.0
ramanagara|channapatna|channapatna kannada town2|ramanagara|channapatna|channapatna kannada town2|3265|1.0
ramanagara|channapatna|dashavara|ramanagara|channapatna|dashavara|3257|1.0
ramanagara|channapatna|honganuru|ramanagara|channapatna|honganuru|3258|1.0
ramanagara|channapatna|kodamballi|ramanagara|channapatna|kodamballi|3261|1.0
ramanagara|channapatna|mylanayakanahosahalli|ramanagara|channapatna|mylanayakanahosahalli|3259|1.0
ramanagara|channapatna|shettihalli|ramanagara|channapatna|shettihalli|3262|1.0
ramanagara|channapatna|thagachagere|ramanagara|channapatna|thagachagere|3263|1.0
ramanagara|channapatna|urdu-1|ramanagara|channapatna|urdu-1|9677|1.0
ramanagara|channapatna|urdu-2|ramanagara|channapatna|urdu-2|9678|1.0
ramanagara|channapatna|vandaraguppe|ramanagara|channapatna|vandaraguppe|9676|1.0
ramanagara|channapatna|y.t. halli|ramanagara|channapatna|y.t. halli|3264|1.0
ramanagara|kanakapura|anedoddi|ramanagara|kanakapura|anedoddi|3274|1.0
ramanagara|kanakapura|attihalli|ramanagara|kanakapura|attihalli|3285|1.0
ramanagara|kanakapura|banavasi|ramanagara|kanakapura|banavasi|3275|1.0
ramanagara|kanakapura|chakanahalli|ramanagara|kanakapura|chakanahalli|3288|1.0
ramanagara|kanakapura|cheeluru|ramanagara|kanakapura|cheeluru|3286|1.0
ramanagara|kanakapura|chikka muduvadi|ramanagara|kanakapura|chikka muduvadi|3271|1.0
ramanagara|kanakapura|dodda maralavadi|ramanagara|kanakapura|dodda maralavadi|3268|1.0
ramanagara|kanakapura|dodda muduvadi|ramanagara|kanakapura|dodda muduvadi|3284|1.0
ramanagara|kanakapura|halasuru|ramanagara|kanakapura|halasuru|3277|1.0
ramanagara|kanakapura|harohalli|ramanagara|kanakapura|harohalli|3270|1.0
ramanagara|kanakapura|hegganuru|ramanagara|kanakapura|hegganuru|3280|1.0
ramanagara|kanakapura|herindyapanahalli|ramanagara|kanakapura|herindyapanahalli|3279|1.0
ramanagara|kanakapura|hukunda( d. gollahalli)|ramanagara|kanakapura|hukunda( d. gollahalli)|3281|1.0
ramanagara|kanakapura|hunasanahalli|ramanagara|kanakapura|hunasanahalli|3283|1.0
ramanagara|kanakapura|kaggalahalli|ramanagara|kanakapura|kaggalahalli|3282|1.0
ramanagara|kanakapura|kanakapura town|ramanagara|kanakapura|kanakapura town|3289|1.0
ramanagara|kanakapura|kodihalli|ramanagara|kanakapura|kodihalli|3278|1.0
ramanagara|kanakapura|kolagondanahalli|ramanagara|kanakapura|kolagondanahalli|9680|1.0
ramanagara|kanakapura|maralebekuppe|ramanagara|kanakapura|maralebekuppe|3269|1.0
ramanagara|kanakapura|narayanapura|ramanagara|kanakapura|narayanapura|3287|1.0
ramanagara|kanakapura|sathanuru|ramanagara|kanakapura|sathanuru|3272|1.0
ramanagara|kanakapura|shivanahalli|ramanagara|kanakapura|shivanahalli|3276|1.0
ramanagara|kanakapura|somedypanahalli|ramanagara|kanakapura|somedypanahalli|9679|1.0
ramanagara|kanakapura|tungani|ramanagara|kanakapura|tungani|3273|1.0
ramanagara|magadi|bachenahatti|ramanagara|magadi|bachenahatti|3237|1.0
ramanagara|magadi|banavadi|ramanagara|magadi|banavadi|3229|1.0
ramanagara|magadi|byalakere|ramanagara|magadi|byalakere|3230|1.0
ramanagara|magadi|chakrabavi|ramanagara|magadi|chakrabavi|3233|1.0
ramanagara|magadi|hosapalya|ramanagara|magadi|hosapalya|3239|1.0
ramanagara|magadi|hulikal|ramanagara|magadi|hulikal|3240|1.0
ramanagara|magadi|hullenahalli|ramanagara|magadi|hullenahalli|3242|1.0
ramanagara|magadi|kuddur|ramanagara|magadi|kuddur|9682|1.0
ramanagara|magadi|kuduru|ramanagara|magadi|kuduru|3234|1.0
ramanagara|magadi|madabal|ramanagara|magadi|madabal|3236|1.0
ramanagara|magadi|madigundanahalli|ramanagara|magadi|madigundanahalli|9683|1.0
ramanagara|magadi|motaganahalli|ramanagara|magadi|motaganahalli|3232|1.0
ramanagara|magadi|narasandra|ramanagara|magadi|narasandra|3238|1.0
ramanagara|magadi|sankighatta|ramanagara|magadi|sankighatta|3241|1.0
ramanagara|magadi|soluru|ramanagara|magadi|soluru|3235|1.0
ramanagara|magadi|urdu|ramanagara|magadi|urdu|9681|1.0
ramanagara|magadi|v.g.doddi|ramanagara|magadi|v.g.doddi|3231|1.0
ramanagara|ramanagara|annahalli|ramanagara|ramanagara|annahalli|3252|1.0
ramanagara|ramanagara|avverahalli|ramanagara|ramanagara|avverahalli|3245|1.0
ramanagara|ramanagara|bidadi|ramanagara|ramanagara|bidadi|3244|1.0
ramanagara|ramanagara|byramangala|ramanagara|ramanagara|byramangala|3251|1.0
ramanagara|ramanagara|jalamangala|ramanagara|ramanagara|jalamangala|3247|1.0
ramanagara|ramanagara|kenchanakuppe|ramanagara|ramanagara|kenchanakuppe|9686|1.0
ramanagara|ramanagara|kootagal|ramanagara|ramanagara|kootagal|3248|1.0
ramanagara|ramanagara|lakshmipura|ramanagara|ramanagara|lakshmipura|3246|1.0
ramanagara|ramanagara|manchanayakanahalli|ramanagara|ramanagara|manchanayakanahalli|3253|1.0
ramanagara|ramanagara|mayaganahalli|ramanagara|ramanagara|mayaganahalli|3243|1.0
ramanagara|ramanagara|ramanagara town 1|ramanagara|ramanagara|ramanagara town 1|3254|1.0
ramanagara|ramanagara|ramanagara town 2|ramanagara|ramanagara|ramanagara town 2|9688|1.0
ramanagara|ramanagara|ramanagara urdu|ramanagara|ramanagara|ramanagara urdu|9687|1.0
ramanagara|ramanagara|shanuboganahalli|ramanagara|ramanagara|shanuboganahalli|9685|1.0
ramanagara|ramanagara|sugganahalli|ramanagara|ramanagara|sugganahalli|3249|1.0
shimoga|bhadravati|anaveri|shimoga|bhadravati|anaveri|1784|1.0
shimoga|bhadravati|antaragange|shimoga|bhadravati|antaragange|1786|1.0
shimoga|bhadravati|anwar colony urdu-1|shimoga|bhadravati|anwar colony urdu-1|1793|1.0
shimoga|bhadravati|arahatotalu|shimoga|bhadravati|arahatotalu|1785|1.0
shimoga|bhadravati|aralihalli|shimoga|bhadravati|aralihalli|1787|1.0
shimoga|bhadravati|barandur|shimoga|bhadravati|barandur|1788|1.0
shimoga|bhadravati|bommanakatte town-1|shimoga|bhadravati|bommanakatte town-1|1791|1.0
shimoga|bhadravati|b.r.p|shimoga|bhadravati|b.r.p|1790|1.0
shimoga|bhadravati|halenagara urdu-2|shimoga|bhadravati|halenagara urdu-2|1794|1.0
shimoga|bhadravati|hiriyuru|shimoga|bhadravati|hiriyuru|1789|1.0
shimoga|bhadravati|holehonnur|shimoga|bhadravati|holehonnur|1782|1.0
shimoga|bhadravati|kadadakatte|shimoga|bhadravati|kadadakatte|1792|1.0
shimoga|bhadravati|kallihal|shimoga|bhadravati|kallihal|1783|1.0
shimoga|bhadravati|old town-2(bhutanagudi)|shimoga|bhadravati|old town-2(bhutanagudi)|1795|1.0
shimoga|hosanagar|alageri mandri|shimoga|hosanagar|alageri mandri|1807|1.0
shimoga|hosanagar|arasalu|shimoga|hosanagar|arasalu|1796|1.0
shimoga|hosanagar|hosanagara|shimoga|hosanagar|hosanagara|1808|1.0
shimoga|hosanagar|kammacchi|shimoga|hosanagar|kammacchi|1798|1.0
shimoga|hosanagar|karimane|shimoga|hosanagar|karimane|1802|1.0
shimoga|hosanagar|kodur|shimoga|hosanagar|kodur|1797|1.0
shimoga|hosanagar|maruthipura|shimoga|hosanagar|maruthipura|1805|1.0
shimoga|hosanagar|mugudthi|shimoga|hosanagar|mugudthi|1799|1.0
shimoga|hosanagar|nagara|shimoga|hosanagar|nagara|1806|1.0
shimoga|hosanagar|ramachandrapura|shimoga|hosanagar|ramachandrapura|1800|1.0
shimoga|hosanagar|ripponpete|shimoga|hosanagar|ripponpete|1809|1.0
shimoga|hosanagar|sampekatte|shimoga|hosanagar|sampekatte|1801|1.0
shimoga|hosanagar|sonale|shimoga|hosanagar|sonale|1804|1.0
shimoga|hosanagar|yadur|shimoga|hosanagar|yadur|1803|1.0
shimoga|sagar|anandapuram|shimoga|sagar|anandapuram|1810|1.0
shimoga|sagar|belalamakki|shimoga|sagar|belalamakki|1822|1.0
shimoga|sagar|byakodu|shimoga|sagar|byakodu|1815|1.0
shimoga|sagar|genasinakuni|shimoga|sagar|genasinakuni|1814|1.0
shimoga|sagar|gowthamapura|shimoga|sagar|gowthamapura|1811|1.0
shimoga|sagar|honnesara|shimoga|sagar|honnesara|1812|1.0
shimoga|sagar|karagal|shimoga|sagar|karagal|1818|1.0
shimoga|sagar|keladi|shimoga|sagar|keladi|1819|1.0
shimoga|sagar|m.l.halli|shimoga|sagar|m.l.halli|1821|1.0
shimoga|sagar|shiravanthe|shimoga|sagar|shiravanthe|1816|1.0
shimoga|sagar|talaguppa|shimoga|sagar|talaguppa|1817|1.0
shimoga|sagar|thyagarthy|shimoga|sagar|thyagarthy|1813|1.0
shimoga|sagar|ullur|shimoga|sagar|ullur|1820|1.0
shimoga|sagar|urdu main sagar|shimoga|sagar|urdu main sagar|1823|1.0
shimoga|shikaripur|begur|shimoga|shikaripur|begur|1837|1.0
shimoga|shikaripur|biliki|shimoga|shikaripur|biliki|1828|1.0
shimoga|shikaripur|hirejambur|shimoga|shikaripur|hirejambur|1830|1.0
shimoga|shikaripur|hosur|shimoga|shikaripur|hosur|1824|1.0
shimoga|shikaripur|kappanahalli|shimoga|shikaripur|kappanahalli|1833|1.0
shimoga|shikaripur|maravalli|shimoga|shikaripur|maravalli|1826|1.0
shimoga|shikaripur|nelavagilu|shimoga|shikaripur|nelavagilu|1825|1.0
shimoga|shikaripur|salur|shimoga|shikaripur|salur|1831|1.0
shimoga|shikaripur|shikaripura urdu-1|shimoga|shikaripur|shikaripura urdu-1|1835|1.0
shimoga|shikaripur|shiralakoppa|shimoga|shikaripur|shiralakoppa|1836|1.0
shimoga|shikaripur|sunnadakoppa|shimoga|shikaripur|sunnadakoppa|1827|1.0
shimoga|shikaripur|togarsi|shimoga|shikaripur|togarsi|1829|1.0
shimoga|shimoga|ayanur|shimoga|shimoga|ayanur|1846|1.0
shimoga|shimoga|gajanur|shimoga|shimoga|gajanur|1841|1.0
shimoga|shimoga|harnahalli|shimoga|shimoga|harnahalli|1844|1.0
shimoga|shimoga|holalur|shimoga|shimoga|holalur|1845|1.0
shimoga|shimoga|holebenavalli|shimoga|shimoga|holebenavalli|1848|1.0
shimoga|shimoga|kachinakatte|shimoga|shimoga|kachinakatte|1842|1.0
shimoga|shimoga|kommanal|shimoga|shimoga|kommanal|1849|1.0
shimoga|shimoga|k.r.puram|shimoga|shimoga|k.r.puram|1840|1.0
shimoga|shimoga|kumsi|shimoga|shimoga|kumsi|1847|1.0
shimoga|shimoga|lashkar mohalla urdu|shimoga|shimoga|lashkar mohalla urdu|1851|1.0
shimoga|shimoga|millaghatta|shimoga|shimoga|millaghatta|1839|1.0
shimoga|shimoga|nidige|shimoga|shimoga|nidige|1843|1.0
shimoga|shimoga|n.t.road urdu|shimoga|shimoga|n.t.road urdu|1850|1.0
shimoga|shimoga|sirigere|shimoga|shimoga|sirigere|1852|1.0
shimoga|sorab|anavatti|shimoga|sorab|anavatti|1866|1.0
shimoga|sorab|chandragutti|shimoga|sorab|chandragutti|1858|1.0
shimoga|sorab|halesorab|shimoga|sorab|halesorab|1865|1.0
shimoga|sorab|hirekasavi|shimoga|sorab|hirekasavi|1855|1.0
shimoga|sorab|hosabale|shimoga|sorab|hosabale|1863|1.0
shimoga|sorab|jade|shimoga|sorab|jade|1859|1.0
shimoga|sorab|kuppagadde|shimoga|sorab|kuppagadde|1864|1.0
shimoga|sorab|mallapura|shimoga|sorab|mallapura|1861|1.0
shimoga|sorab|mavali|shimoga|sorab|mavali|1854|1.0
shimoga|sorab|p.w.d.colony|shimoga|sorab|p.w.d.colony|1853|1.0
shimoga|sorab|shakunavalli|shimoga|sorab|shakunavalli|1860|1.0
shimoga|sorab|ulavi|shimoga|sorab|ulavi|1856|1.0
shimoga|sorab|yennekoppa|shimoga|sorab|yennekoppa|1862|1.0
shimoga|thirthahalli|agumbe|shimoga|thirthahalli|agumbe|1875|1.0
shimoga|thirthahalli|aralasurali|shimoga|thirthahalli|aralasurali|1871|1.0
shimoga|thirthahalli|chikkalur|shimoga|thirthahalli|chikkalur|1876|1.0
shimoga|thirthahalli|devangi|shimoga|thirthahalli|devangi|1869|1.0
shimoga|thirthahalli|guddekoppa|shimoga|thirthahalli|guddekoppa|1873|1.0
shimoga|thirthahalli|hiregadde|shimoga|thirthahalli|hiregadde|1867|1.0
shimoga|thirthahalli|kannangi|shimoga|thirthahalli|kannangi|1879|1.0
shimoga|thirthahalli|kattehakkalu|shimoga|thirthahalli|kattehakkalu|1870|1.0
shimoga|thirthahalli|konandur|shimoga|thirthahalli|konandur|1872|1.0
shimoga|thirthahalli|malur|shimoga|thirthahalli|malur|1878|1.0
shimoga|thirthahalli|mandagadde|shimoga|thirthahalli|mandagadde|1877|1.0
shimoga|thirthahalli|megaravalli|shimoga|thirthahalli|megaravalli|1874|1.0
shimoga|thirthahalli|thirthahalli|shimoga|thirthahalli|thirthahalli|1880|1.0
tumkur|chiknayakanhalli|chikkabidare|tumkur|chiknayakanhalli|chikkabidare|2084|1.0
tumkur|chiknayakanhalli|c n halli patna|tumkur|chiknayakanhalli|c n halli patna|2094|1.0
tumkur|chiknayakanhalli|ganadaalu|tumkur|chiknayakanhalli|ganadaalu|2087|1.0
tumkur|chiknayakanhalli|handanakere|tumkur|chiknayakanhalli|handanakere|2083|1.0
tumkur|chiknayakanhalli|huliyaaru|tumkur|chiknayakanhalli|huliyaaru|2086|1.0
tumkur|chiknayakanhalli|j c pura|tumkur|chiknayakanhalli|j c pura|2093|1.0
tumkur|chiknayakanhalli|maligehalli|tumkur|chiknayakanhalli|maligehalli|2091|1.0
tumkur|chiknayakanhalli|thirthapura|tumkur|chiknayakanhalli|thirthapura|2090|1.0
tumkur|chiknayakanhalli|yalanaadu|tumkur|chiknayakanhalli|yalanaadu|2085|1.0
tumkur|gubbi|bidare|tumkur|gubbi|bidare|2107|1.0
tumkur|gubbi|c kunnala|tumkur|gubbi|c kunnala|2110|1.0
tumkur|gubbi|c s pura|tumkur|gubbi|c s pura|2103|1.0
tumkur|gubbi|doddaguni|tumkur|gubbi|doddaguni|2102|1.0
tumkur|gubbi|hosakere|tumkur|gubbi|hosakere|2108|1.0
tumkur|gubbi|kadaba|tumkur|gubbi|kadaba|2101|1.0
tumkur|gubbi|kallur|tumkur|gubbi|kallur|2104|1.0
tumkur|gubbi|mavinahalli|tumkur|gubbi|mavinahalli|2105|1.0
tumkur|gubbi|m h patna|tumkur|gubbi|m h patna|2099|1.0
tumkur|gubbi|nittur|tumkur|gubbi|nittur|2100|1.0
tumkur|kunigal|amruthur|tumkur|kunigal|amruthur|2153|1.0
tumkur|kunigal|begur|tumkur|kunigal|begur|2164|1.0
tumkur|kunigal|bhaktharahally|tumkur|kunigal|bhaktharahally|2161|1.0
tumkur|kunigal|chowdanakuppe|tumkur|kunigal|chowdanakuppe|2155|1.0
tumkur|kunigal|gkbms kunigal town|tumkur|kunigal|gkbms kunigal town|2159|1.0
tumkur|kunigal|huliyurdurga|tumkur|kunigal|huliyurdurga|2162|1.0
tumkur|kunigal|huthridurga|tumkur|kunigal|huthridurga|2156|1.0
tumkur|kunigal|jinnagara|tumkur|kunigal|jinnagara|2163|1.0
tumkur|kunigal|kempanahalli|tumkur|kunigal|kempanahalli|2165|1.0
tumkur|kunigal|kottagere|tumkur|kunigal|kottagere|2160|1.0
tumkur|kunigal|nademavinapura|tumkur|kunigal|nademavinapura|2158|1.0
tumkur|kunigal|yediyur|tumkur|kunigal|yediyur|2157|1.0
tumkur|tiptur|biligere|tumkur|tiptur|biligere|2128|1.0
tumkur|tiptur|honnavalli|tumkur|tiptur|honnavalli|2129|1.0
tumkur|tiptur|honnenahalli|tumkur|tiptur|honnenahalli|2133|1.0
tumkur|tiptur|hosahalli|tumkur|tiptur|hosahalli|2130|1.0
tumkur|tiptur|kuppalu|tumkur|tiptur|kuppalu|2131|1.0
tumkur|tiptur|mattihalli|tumkur|tiptur|mattihalli|2125|1.0
tumkur|tiptur|nagaraghatta|tumkur|tiptur|nagaraghatta|2132|1.0
tumkur|tiptur|nonavinakere|tumkur|tiptur|nonavinakere|2127|1.0
tumkur|tiptur|sooguru|tumkur|tiptur|sooguru|2134|1.0
tumkur|tiptur|tiptur north|tumkur|tiptur|tiptur north|2137|1.0
tumkur|tiptur|tiptur south|tumkur|tiptur|tiptur south|9646|1.0
tumkur|tiptur|tiptur (urdu)|tumkur|tiptur|tiptur (urdu)|9647|1.0
tumkur|tumkur|bellavi|tumkur|tumkur|bellavi|2145|1.0
tumkur|tumkur|c.t.kere|tumkur|tumkur|c.t.kere|2142|1.0
tumkur|tumkur|gulur|tumkur|tumkur|gulur|2138|1.0
tumkur|tumkur|gunchi chouck urdu|tumkur|tumkur|gunchi chouck urdu|2152|1.0
tumkur|tumkur|hebburu|tumkur|tumkur|hebburu|2149|1.0
tumkur|tumkur|heggere|tumkur|tumkur|heggere|2143|1.0
tumkur|tumkur|hirehalli|tumkur|tumkur|hirehalli|2140|1.0
tumkur|tumkur|honnudike|tumkur|tumkur|honnudike|2144|1.0
tumkur|tumkur|kora|tumkur|tumkur|kora|2151|1.0
tumkur|tumkur|k.r.g.m.s|tumkur|tumkur|k.r.g.m.s|2148|1.0
tumkur|tumkur|sirivara|tumkur|tumkur|sirivara|2141|1.0
tumkur|turuvekere|dabbe ghatta|tumkur|turuvekere|dabbe ghatta|2123|1.0
tumkur|turuvekere|dandina shivara|tumkur|turuvekere|dandina shivara|2121|1.0
tumkur|turuvekere|hullekere|tumkur|turuvekere|hullekere|2117|1.0
tumkur|turuvekere|lokkammana halli|tumkur|turuvekere|lokkammana halli|2111|1.0
tumkur|turuvekere|mayasandra|tumkur|turuvekere|mayasandra|2115|1.0
tumkur|turuvekere|muniyur|tumkur|turuvekere|muniyur|2116|1.0
tumkur|turuvekere|sampige|tumkur|turuvekere|sampige|2112|1.0
tumkur|turuvekere|shettygondana halli|tumkur|turuvekere|shettygondana halli|2113|1.0
tumkur|turuvekere|soravanahalli|tumkur|turuvekere|soravanahalli|2120|1.0
tumkur|turuvekere|talakere|tumkur|turuvekere|talakere|2122|1.0
tumkur|turuvekere|turuvekere patna|tumkur|turuvekere|turuvekere patna|2124|1.0
tumkur madhugiri|koratagere|akkirampura|tumkur madhugiri|koratagere|akkirampura|3155|1.0
tumkur madhugiri|koratagere|boodagavi|tumkur madhugiri|koratagere|boodagavi|3165|1.0
tumkur madhugiri|koratagere|byrenahalli|tumkur madhugiri|koratagere|byrenahalli|3157|1.0
tumkur madhugiri|koratagere|holavanahalli|tumkur madhugiri|koratagere|holavanahalli|3153|1.0
tumkur madhugiri|koratagere|hulikunte|tumkur madhugiri|koratagere|hulikunte|3212|1.0
tumkur madhugiri|koratagere|i k colony|tumkur madhugiri|koratagere|i k colony|3164|1.0
tumkur madhugiri|koratagere|jatti agrahara|tumkur madhugiri|koratagere|jatti agrahara|3159|1.0
tumkur madhugiri|koratagere|kolala|tumkur madhugiri|koratagere|kolala|3160|1.0
tumkur madhugiri|koratagere|koratagere pattana|tumkur madhugiri|koratagere|koratagere pattana|3166|1.0
tumkur madhugiri|koratagere|kuramkote|tumkur madhugiri|koratagere|kuramkote|3162|1.0
tumkur madhugiri|koratagere|mavathur|tumkur madhugiri|koratagere|mavathur|3163|1.0
tumkur madhugiri|koratagere|pathaganahalli|tumkur madhugiri|koratagere|pathaganahalli|3161|1.0
tumkur madhugiri|koratagere|theetha|tumkur madhugiri|koratagere|theetha|3156|1.0
tumkur madhugiri|koratagere|thovinakere|tumkur madhugiri|koratagere|thovinakere|3158|1.0
tumkur madhugiri|koratagere|vaddagere|tumkur madhugiri|koratagere|vaddagere|3154|1.0
tumkur madhugiri|madhugiri|badavanahally|tumkur madhugiri|madhugiri|badavanahally|3178|1.0
tumkur madhugiri|madhugiri|bijavara|tumkur madhugiri|madhugiri|bijavara|3169|1.0
tumkur madhugiri|madhugiri|byalya|tumkur madhugiri|madhugiri|byalya|3181|1.0
tumkur madhugiri|madhugiri|chinnenahally|tumkur madhugiri|madhugiri|chinnenahally|3172|1.0
tumkur madhugiri|madhugiri|dabbegatta|tumkur madhugiri|madhugiri|dabbegatta|3177|1.0
tumkur madhugiri|madhugiri|garani|tumkur madhugiri|madhugiri|garani|3170|1.0
tumkur madhugiri|madhugiri|hosakere|tumkur madhugiri|madhugiri|hosakere|3187|1.0
tumkur madhugiri|madhugiri|i.d.hally|tumkur madhugiri|madhugiri|i.d.hally|3171|1.0
tumkur madhugiri|madhugiri|kodigenahally|tumkur madhugiri|madhugiri|kodigenahally|3182|1.0
tumkur madhugiri|madhugiri|madhugiri|tumkur madhugiri|madhugiri|madhugiri|3167|1.0
tumkur madhugiri|madhugiri|medigesi|tumkur madhugiri|madhugiri|medigesi|3173|1.0
tumkur madhugiri|madhugiri|puravara|tumkur madhugiri|madhugiri|puravara|3180|1.0
tumkur madhugiri|madhugiri|rantavalalu|tumkur madhugiri|madhugiri|rantavalalu|3183|1.0
tumkur madhugiri|madhugiri|reddyhally|tumkur madhugiri|madhugiri|reddyhally|3175|1.0
tumkur madhugiri|madhugiri|siddapura|tumkur madhugiri|madhugiri|siddapura|3168|1.0
tumkur madhugiri|madhugiri|theriyur|tumkur madhugiri|madhugiri|theriyur|3186|1.0
tumkur madhugiri|pavagada|c.k.pura|tumkur madhugiri|pavagada|c.k.pura|3201|1.0
tumkur madhugiri|pavagada|doddahalli|tumkur madhugiri|pavagada|doddahalli|3195|1.0
tumkur madhugiri|pavagada|gundralahalli|tumkur madhugiri|pavagada|gundralahalli|3190|1.0
tumkur madhugiri|pavagada|kotagudda|tumkur madhugiri|pavagada|kotagudda|3200|1.0
tumkur madhugiri|pavagada|lingdahalli|tumkur madhugiri|pavagada|lingdahalli|3197|1.0
tumkur madhugiri|pavagada|magalawada|tumkur madhugiri|pavagada|magalawada|3199|1.0
tumkur madhugiri|pavagada|nagala madike|tumkur madhugiri|pavagada|nagala madike|3206|1.0
tumkur madhugiri|pavagada|palavalli|tumkur madhugiri|pavagada|palavalli|3202|1.0
tumkur madhugiri|pavagada|pavagada rural|tumkur madhugiri|pavagada|pavagada rural|3189|1.0
tumkur madhugiri|pavagada|pavagada urban|tumkur madhugiri|pavagada|pavagada urban|3188|1.0
tumkur madhugiri|pavagada|ponnasamundra|tumkur madhugiri|pavagada|ponnasamundra|3196|1.0
tumkur madhugiri|pavagada|thirumani|tumkur madhugiri|pavagada|thirumani|3203|1.0
tumkur madhugiri|pavagada|venkatapura|tumkur madhugiri|pavagada|venkatapura|3191|1.0
tumkur madhugiri|pavagada|y.n.hosakote rural|tumkur madhugiri|pavagada|y.n.hosakote rural|3194|1.0
tumkur madhugiri|sira|baragooru|tumkur madhugiri|sira|baragooru|3210|1.0
tumkur madhugiri|sira|brahmasandra|tumkur madhugiri|sira|brahmasandra|3225|1.0
tumkur madhugiri|sira|bukkapattana|tumkur madhugiri|sira|bukkapattana|3222|1.0
tumkur madhugiri|sira|doddaagrahara|tumkur madhugiri|sira|doddaagrahara|3226|1.0
tumkur madhugiri|sira|dwaranakunte|tumkur madhugiri|sira|dwaranakunte|3208|1.0
tumkur madhugiri|sira|haldodderi|tumkur madhugiri|sira|haldodderi|3224|1.0
tumkur madhugiri|sira|huildore|tumkur madhugiri|sira|huildore|3214|1.0
tumkur madhugiri|sira|kallambella|tumkur madhugiri|sira|kallambella|3223|1.0
tumkur madhugiri|sira|karekyathanahalli|tumkur madhugiri|sira|karekyathanahalli|3211|1.0
tumkur madhugiri|sira|kotta|tumkur madhugiri|sira|kotta|3216|1.0
tumkur madhugiri|sira|lakkanahalli|tumkur madhugiri|sira|lakkanahalli|3209|1.0
tumkur madhugiri|sira|madalooru|tumkur madhugiri|sira|madalooru|3215|1.0
tumkur madhugiri|sira|pattanayakanahalli|tumkur madhugiri|sira|pattanayakanahalli|3213|1.0
tumkur madhugiri|sira|sira town|tumkur madhugiri|sira|sira town|3228|1.0
tumkur madhugiri|sira|tavarekere|tumkur madhugiri|sira|tavarekere|3221|1.0
tumkur madhugiri|sira|tharooru|tumkur madhugiri|sira|tharooru|3227|1.0
udupi|brahamavara|brahamavara|udupi|brahamavara|brahamavara|1950|1.0
udupi|brahamavara|cherkady|udupi|brahamavara|cherkady|1945|1.0
udupi|brahamavara|dupadakatte|udupi|brahamavara|dupadakatte|1955|1.0
udupi|brahamavara|hangarakatte|udupi|brahamavara|hangarakatte|1952|1.0
udupi|brahamavara|hanumantha nagar|udupi|brahamavara|hanumantha nagar|1948|1.0
udupi|brahamavara|kalyanpura|udupi|brahamavara|kalyanpura|1953|1.0
udupi|brahamavara|karkada|udupi|brahamavara|karkada|1951|1.0
udupi|brahamavara|kokkarne|udupi|brahamavara|kokkarne|1947|1.0
udupi|brahamavara|kukkehalli|udupi|brahamavara|kukkehalli|1949|1.0
udupi|brahamavara|santhekatte|udupi|brahamavara|santhekatte|1954|1.0
udupi|brahamavara|shettibettu|udupi|brahamavara|shettibettu|1912|1.0
udupi|byndoor|ajri mananje|udupi|byndoor|ajri mananje|1938|1.0
udupi|byndoor|byndoor|udupi|byndoor|byndoor|1934|1.0
udupi|byndoor|hemmady|udupi|byndoor|hemmady|1932|1.0
udupi|byndoor|hosadu|udupi|byndoor|hosadu|1933|1.0
udupi|byndoor|kambadakone|udupi|byndoor|kambadakone|1936|1.0
udupi|byndoor|karkunje|udupi|byndoor|karkunje|1935|1.0
udupi|byndoor|kollur|udupi|byndoor|kollur|1942|1.0
udupi|byndoor|navunda|udupi|byndoor|navunda|1940|1.0
udupi|byndoor|padukone|udupi|byndoor|padukone|1944|1.0
udupi|byndoor|thallur|udupi|byndoor|thallur|1943|1.0
udupi|byndoor|uppunda|udupi|byndoor|uppunda|1937|1.0
udupi|byndoor|vandse|udupi|byndoor|vandse|1931|1.0
udupi|karkala|ajekaru|udupi|karkala|ajekaru|1892|1.0
udupi|karkala|bailurumain|udupi|karkala|bailurumain|1890|1.0
udupi|karkala|bajagoli|udupi|karkala|bajagoli|1894|1.0
udupi|karkala|hebri|udupi|karkala|hebri|1886|1.0
udupi|karkala|hosmaru|udupi|karkala|hosmaru|1884|1.0
udupi|karkala|jayanthi nagara|udupi|karkala|jayanthi nagara|1895|1.0
udupi|karkala|kabettu|udupi|karkala|kabettu|1887|1.0
udupi|karkala|mudrady|udupi|karkala|mudrady|1885|1.0
udupi|karkala|mundkuru|udupi|karkala|mundkuru|1888|1.0
udupi|karkala|muniyalu|udupi|karkala|muniyalu|1882|1.0
udupi|karkala|nandalike|udupi|karkala|nandalike|1883|1.0
udupi|karkala|nitte|udupi|karkala|nitte|1893|1.0
udupi|karkala|sanooru-i|udupi|karkala|sanooru-i|1889|1.0
udupi|karkala|shirlalu|udupi|karkala|shirlalu|1891|1.0
