dist|blck|clst|village|pin|dise|name|dist|blck|clst|klpid|name|dise
 BAGALKOT             | BADAMI             | KOTIKAL                            | HULLIKERI SP                     |587203|29020105801| GOVT HPS HULLIKERI SP| bagalkot          | badami             | kotikal                   |1973| GOVT HPS HULLIKERI SP                                      |29020105801
 BAGALKOT             | BADAMI             | URDU GULEDAGUDD                    | KHAZIBUDIHAL                     |587203|29020107002| GOVT UBHPS KAZIBUDIHAL| bagalkot          | badami             | kotikal                   |1975| GOVT UBHPS KAZIBUDIHAL                                     |29020107002
 BAGALKOT             | BADAMI             | HANSANUR                           | KELAVADI                         |587205|29020108201| GOVT MPS KELAVADI| bagalkot          | badami             | kotikal                   |1976| GOVT MPS KELAVADI                                          |29020108201
 BAGALKOT             | BADAMI             | KOTIKAL                            | KHANAPUR SP (KERE)               |587203|29020108701| GOVT HPS KERE KHANAPUR SP| bagalkot          | badami             | kotikal                   |1977| GOVT HPS KERE KHANAPUR SP                                  |29020108701
 BAGALKOT             | BADAMI             | KOTIKAL                            | KOTIKAL                          |587203|29020109201| GOVT HPS KOTEKAL| bagalkot          | badami             | kotikal                   |1978| GOVT HPS KOTEKAL                                           |29020109201
 BAGALKOT             | BADAMI             | URDU GULEDAGUDD                    | KOTIKAL                          |587203|29020109204| GOVT UBLPS KOTEKAL| bagalkot          | badami             | urdu guledagudd           |1980| GOVT UBLPS KOTEKAL                                         |29020109204
 BAGALKOT             | BADAMI             | HANSANUR                           | LINGAPUR                         |587205|29020109801| GOVT HPS LINGAPUR| bagalkot          | badami             | kotikal                   |1981| GOVT HPS LINGAPUR                                          |29020109801
 BAGALKOT             | BADAMI             | HANSANUR                           | TEGGI                            |587205|29020113701| GOVT HPS TEGGI| bagalkot          | badami             | kotikal                   |1984| GOVT HPS TEGGI                                             |29020113701
 BAGALKOT             | BADAMI             | LAYADAGUNDI                        | BUDANAGAD                        |587203|29020101901| GOVT HPS BUDANAGAD| bagalkot          | badami             | layadagundi               |1991| GOVT HPS BUDANAGAD                                         |29020101901
 BAGALKOT             | BADAMI             | NANDIKESWARA                       | CHIMMALAGI                       |587202|29020102301| GOVT HPS CHIMMALAGI| bagalkot          | badami             | layadagundi               |1992| GOVT HPS CHIMMALAGI                                        |29020102301
 BAGALKOT             | BADAMI             | LAYADAGUNDI                        | INJANAWARI                       |587203|29020105901| GOVT LPS INJANAWARI| bagalkot          | badami             | layadagundi               |1994| GOVT LPS INJANAWARI                                        |29020105901
 BAGALKOT             | BADAMI             | LAYADAGUNDI                        | KOTNALLI                         |587203|29020109101| GOVT HPS KOTANALLI| bagalkot          | badami             | layadagundi               |1995| GOVT HPS KOTANALLI                                         |29020109101
 BAGALKOT             | BADAMI             | LAYADAGUNDI                        | LAYADAGUNDI                      |587203|29020109701| GOVT HPS LAYADAGUNDI| bagalkot          | badami             | layadagundi               |1996| GOVT HPS LAYADAGUNDI                                       |29020109701
 BAGALKOT             | BADAMI             | NANDIKESWARA                       | MANGALAGUDDA                     |587202|29020110202| GOVT HPS MANGALAGUDD| bagalkot          | badami             | layadagundi               |1998| GOVT HPS MANGALAGUDD                                       |29020110202
 BAGALKOT             | BADAMI             | LAYADAGUNDI                        | PADANAKATTI                      |587203|29020112301| GOVT HPS PADANAKATTI| bagalkot          | badami             | layadagundi               |1999| GOVT HPS PADANAKATTI                                       |29020112301
 BAGALKOT             | BADAMI             | LAYADAGUNDI                        | SUBBALHUNSHI                     |587203|29020113101| GOVT LPS SUBBALHUNSHI| bagalkot          | badami             | layadagundi               |2000| GOVT LPS SUBBALHUNSHI                                      |29020113101
 BAGALKOT             | BADAMI             | GULEDAGUDDA (E)                    | GULEDGUDD WARD 6                 |587203|29020117601| GOVT MPS GULEDAGUDD| bagalkot          | badami             | guledagudda(e)            |2002| GOVT MPS GULEDAGUDD                                        |29020117601
 BAGALKOT             | BADAMI             | GULEDAGUDDA (E)                    | GULEDGUDD WARD 4                 |587203|29020117406| GOVT KBS 3 GULEDAGUDD| bagalkot          | badami             | guledagudda(e)            |2003| GOVT KBS 3 GULEDAGUDD                                      |29020117406
 BAGALKOT             | BADAMI             | GULEDAGUDDA (W)                    | GULEDGUDD WARD 3                 |587203|29020117301| GOVT KGS 1 GULEDAGUDD| bagalkot          | badami             | guledagudda(w)            |2004| GOVT KGS 1 GULEDAGUDD                                      |29020117301
 BAGALKOT             | BADAMI             | GULEDAGUDDA (E)                    | GULEDGUDD WARD 5                 |587203|29020117503| GOVT KGS 2 GULEDAGUDD| bagalkot          | badami             | guledagudda(e)            |2005| GOVT KGS 2 GULEDAGUDD                                      |29020117503
 BAGALKOT             | BADAMI             | URDU GULEDAGUDD                    | GULEDGUDD WARD 4                 |587203|29020117401| GOVT UBS 2 GULEDAGUDD| bagalkot          | badami             | urdu guledagudd           |2007| GOVT UBS 2 GULEDAGUDD                                      |29020117401
 BAGALKOT             | BADAMI             | GULEDAGUDDA (W)                    | GULEDGUDD WARD 2                 |587201|29020117201| GOVT KBS 1 GULEDAGUDD| bagalkot          | badami             | guledagudda(w)            |2008| GOVT KBS 1 GULEDAGUDD                                      |29020117201
